rank,ticker,security,gics_sector,gics_sub_industry,marketCap,composite_score,next_earnings,days_to_earnings,eps_beats_4q,eps_misses_4q,eps_surprise_avg_4q,eps_surprise_trend,eps_yoy_q,rev_yoy_q,rev_accel,rev_up_years,rev_growth_ttm,revenueGrowth,operatingMargins,profitMargins,returnOnEquity,net_debt_ebitda,dist_sma200,dist_52w_high,ret_12m,analyst_upside,trailingPE,forwardPE,recommendationKey,accrual_ratio,cfo_ni,eq_flags
1,IDXX,Idexx Laboratories,Health Care,Health Care Equipment,40308359168,0.7769230769230769,2026-11-02,41,4.0,0.0,5.7924999999999995,-1.3050000000000006,0.1763085399449036,0.0965589473048527,0.010444490583676913,3,0.08611445672117579,0.097,0.3498,0.25030002,0.74211,0.5544529525990705,-0.13591426862063438,-0.3278812637401348,-0.21389455520715506,0.35634216292821885,35.98101,30.783106793298778,buy,-0.06846289211382213,1.2034420912977248,
2,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",22930042880,0.7552884615384616,2026-11-05,44,4.0,0.0,15.190000000000001,0.7999999999999989,0.26923076923076916,0.08902042711234914,-0.016656576407367396,3,0.10567700351971654,0.089,0.19823,0.19086,1.97135,1.385767260516653,-0.1803440001476988,-0.31121117394666786,0.01082122112552919,0.4725391390234659,15.818432,12.705164592665298,buy,-0.067931465770558,1.2950841133730444,
3,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,25895092224,0.730576923076923,2026-10-21,29,3.0,1.0,8.477500000000001,-18.945,-0.25316455696202544,-0.006614173228346454,-0.10018099044204587,3,0.09356681721369942,-0.007,0.19658001,0.12588,1.22869,2.566932437964286,-0.23245256372359702,-0.41048415863407317,-0.22698672529328257,0.4671739310134806,15.496124,11.467471424864769,buy,-0.09602720371656409,2.160972785176607,RECEIVABLES_OUTRUN
4,VRT,Vertiv,Industrials,Electrical Components & Equipment,96012197888,0.7022115384615385,2026-10-21,29,4.0,0.0,13.0025,-3.915000000000001,0.6000000000000001,0.2411584094613548,0.047989105568468915,3,0.1931693038928859,0.241,0.20362,0.15088001,0.43943,0.08496346829749289,-0.040039274751139775,-0.3329247790199549,0.7689990794735515,0.347978311318103,56.55102,27.49946257622995,strong_buy,-0.12332792288013503,1.9366050808314088,INVENTORY_BUILD
5,BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",126156775424,0.6942307692307692,2026-10-27,35,4.0,0.0,3.54,3.08,0.144144144144144,0.0814945572227126,-0.0028320670780910273,3,0.08432662430080362,0.081,0.34412,0.25527,,0.35628553404507546,-0.08371711778851088,-0.2374866290703016,-0.21887512379986718,0.41694620191165854,18.655556,13.618130150499507,buy,-0.08779776695490839,1.3675960604799555,
6,NFLX,Netflix,Communication Services,Movies & Entertainment,298929225728,0.6873076923076923,2026-10-20,28,2.0,2.0,-3.5774999999999997,7.205,0.11111111111111116,0.13365374252899542,0.02133041775548561,3,0.11232332477350981,0.134,0.33381,0.28219,0.49541,0.5110874747049546,-0.13999469173491497,-0.40903049625081966,-0.39260460775558037,0.2727795695632089,22.575472,19.210123947541444,buy,0.030099639977927407,0.8770071039225791,RECEIVABLES_OUTRUN
7,CASY,Casey's,Consumer Staples,Food Retail,22082961408,0.6466346153846154,2026-12-08,77,4.0,0.0,15.8325,8.535,0.27729636048526873,0.24331162885205648,0.11739401092607049,2,0.125917617925986,0.243,0.065,0.041389998,0.19983,1.5113281004514318,-0.19739097716912957,-0.36069875754970493,0.08031509811332027,0.36717662091063485,28.766489,24.95804524670486,buy,-0.07047477880517751,1.7975823388064125,
8,ADBE,Adobe Inc.,Information Technology,Application Software,98945695744,0.5995192307692307,2026-12-09,78,4.0,0.0,2.0725,-0.935,0.15442561205273075,0.12685169419376807,0.014157894473708632,3,0.11269379972005944,0.129,0.34822,0.28048,0.61902,0.115120433634354,-0.057068999942988086,-0.3180650220424659,-0.3209600770837533,0.11475971961058296,13.890625,9.016639717943946,hold,-0.11206064782908338,1.4498547516945635,
9,VRSK,Verisk Analytics,Industrials,Research & Consulting Services,22982541312,0.5788461538461539,2026-10-28,36,4.0,0.0,5.2325,-3.4149999999999996,0.05319148936170226,0.04361894900336516,0.0053033545872811505,3,0.03831559441608401,0.044,0.45106998,0.28237,,2.681685977287305,-0.10053969498841231,-0.3091748129499462,-0.2917725458104966,0.36475237861381693,26.9447,19.77614185940307,buy,-0.13297025013992336,1.697571993224167,
10,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,140921503744,0.56875,2026-10-20,28,4.0,0.0,15.7,-0.8699999999999974,0.27853881278538806,0.18536885245901646,0.03531051145721653,3,0.15005834100179993,0.185,0.33603,0.28445998,0.17423001,-1.247655996938385,-0.11584452443864479,-0.3225098921535461,-0.0784250596077648,0.1859699420853631,45.054985,33.21735617307876,buy,-0.02766095351341868,1.180833439531031,
11,SYK,Stryker Corporation,Health Care,Health Care Equipment,105528614912,0.5548076923076923,2026-10-29,37,3.0,1.0,-0.8749999999999998,-5.32,0.17891373801916943,0.09415476585851867,0.036304503222298834,3,0.05785026263621984,0.094,0.27015,0.14433,0.16508,1.6228307505422994,-0.1761457465002063,-0.2885307343062,-0.2669340997216446,0.36503882952472977,28.480331,16.385174769695222,buy,-0.03810695833907979,1.481630463931349,
12,MCO,Moody's Corporation,Financials,Financial Exchanges & Data,81150877696,0.5331730769230768,2026-10-21,29,4.0,0.0,6.2375,0.10499999999999954,0.3146067415730336,0.15121180189673344,0.06971293512570664,3,0.0814988667710268,0.151,0.49473998,0.34252,0.76932,1.5109794820386595,-0.007432758163757325,-0.12837240586025844,-0.022904881536224053,0.20265570508949637,29.770649,24.689085801716672,buy,-0.034745706518135404,1.1874776386404293,
13,BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,18600376320,0.5317307692307693,2026-11-03,42,4.0,0.0,11.04,-15.950000000000001,0.07605633802816891,0.07480391207514292,0.010378458496709486,3,0.06442545357843343,0.075,0.24609,0.15037,0.40916002,1.7228856154033607,-0.042562826261258735,-0.3030535886273402,-0.3058119148749433,0.2961669683449173,17.010427,14.221023168821842,none,-0.025294020114006048,1.1967271433653504,
14,BRO,Brown & Brown,Financials,Insurance Brokers,21756364800,0.5201923076923077,2026-10-26,34,3.0,1.0,4.54,-7.17,0.03883495145631066,0.3242594075260208,0.10674188438589871,3,0.21751752314012207,0.324,0.41838002,0.18084998,0.10023,2.4716458755186723,-0.06093372028741706,-0.32344773192959075,-0.29332811681950066,0.18973555784160534,20.77316,13.325982791803243,hold,-0.011346649136393926,1.2614107883817427,RECEIVABLES_OUTRUN
15,EFX,Equifax,Industrials,Research & Consulting Services,18664824832,0.5076923076923078,2026-10-20,28,4.0,0.0,4.7749999999999995,2.4299999999999993,0.125,0.10611581001951853,0.026006132922304248,3,0.08010967709721428,0.106,0.17305,0.10729,0.14275,2.752689326983288,-0.14038801039123883,-0.3771525621878594,-0.3846538883823152,0.3551405031956689,27.920914,15.603849388488975,buy,-0.07707209713929464,2.332079838009835,
16,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",19966009344,0.4947115384615385,2026-11-05,44,4.0,0.0,8.3075,-0.34500000000000064,0.2175066312997347,0.14001512419289153,0.03703775913562213,3,0.1029773650572694,0.14,0.18395,0.117639996,0.37537,0.6667712176751193,-0.06783732295127898,-0.177668931755267,0.09397279672524039,0.31453669699265996,21.102015,16.248073311821855,buy,-0.04341195937834593,1.3403194628141215,
17,SPGI,S&P Global,Financials,Financial Exchanges & Data,119488339968,0.4879807692307693,2026-10-29,37,2.0,2.0,1.6725,-3.105,0.09932279909706554,0.10412782956058586,0.031216011261892884,3,0.07291181829869298,0.104,0.4479,0.30536,0.14255,1.4262556213581776,-0.04964914095478934,-0.2120793580624688,-0.1505970737238278,0.2863747581519476,24.684532,20.004204912539507,strong_buy,-0.013089918167735866,1.1639577407557904,
18,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,42302922752,0.4600961538461539,2026-10-28,36,4.0,0.0,2.78,-0.20000000000000018,0.0,0.09308926409376794,0.03644006100142505,3,0.05664920309234289,0.093,0.16108,0.114250004,0.49560001,2.084086651242287,-0.0525730666272356,-0.21765819376428486,-0.16754588680113836,0.32345747760332944,30.953703,24.186956435784314,buy,-0.10016015217020502,1.6397894612253294,
19,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,25241767936,0.39471153846153845,2026-10-22,30,4.0,0.0,1.6724999999999999,-2.1449999999999996,0.12295081967213117,0.06851558749253517,0.015605901880243245,2,0.05290968561229192,0.069,0.18691999,0.13475999,0.14914,0.7878596823707563,-0.11099724330574379,-0.19647721670892837,0.08793357996123063,0.3204482499630603,22.662634,16.00332266553847,buy,-0.01903937740872447,1.2252972020268782,
20,COO,Cooper Companies (The),Health Care,Health Care Supplies,10513686528,0.3831730769230769,2026-12-10,79,4.0,0.0,5.8825,1.4249999999999998,0.04545454545454519,0.005564462887861943,-0.03512835781823842,3,0.04069282070610036,0.006,0.20822,0.1346,0.06838,2.839592412017167,-0.252840690026529,-0.35815940313378825,-0.19488250596436585,0.22347175363652672,19.0,11.530226129465419,buy,-0.036965920295727366,1.8118534104857094,
21,MRSH,Marsh McLennan,Financials,Insurance Brokers,83516743680,0.36105769230769225,2026-10-15,23,4.0,0.0,3.98,-3.5599999999999996,0.08823529411764697,0.06165758531689125,-0.0014302903299547864,3,0.06308787564684604,0.062,0.26323998,0.14241,0.25902998,2.6658932439759817,-0.020763611073899457,-0.15236595001709585,-0.1013748529432662,0.19902297670419689,21.368742,15.137107480503417,hold,-0.01857286636162961,1.2758793969849247,
22,CL,Colgate-Palmolive,Consumer Staples,Household Products,69728706560,0.3538461538461538,2026-10-30,38,4.0,0.0,3.4450000000000003,0.33999999999999986,0.07608695652173902,0.049119373776908004,0.012570268424922704,3,0.0365491053519853,0.049,0.20966,0.096829996,2.67367,1.2851695600540132,-0.013102280737451233,-0.11949085580540353,0.08447270097729698,0.14711334975077106,34.437008,21.026100859799445,buy,-0.14121424401634558,2.1875306823760434,
23,PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,177238507520,0.31634615384615383,2026-10-08,16,3.0,1.0,1.4325,0.5149999999999999,0.037735849056603765,0.06402358532077801,0.026024868484517016,3,0.03799871683626099,0.064,0.16836001,0.10785,0.51508,2.250714798822134,-0.1077014220801672,-0.21675855103822628,-0.04184651014708718,0.19607997824041745,17.005241,14.438369068977488,hold,-0.027627865069368467,1.2875322935604248,
24,WM,Waste Management,Industrials,Environmental & Facilities Services,84379877376,0.3153846153846154,2026-10-26,34,2.0,2.0,0.895,4.33,0.05208333333333348,0.039502332814929986,-0.014935062385424525,3,0.05443739520035451,0.04,0.18986,0.11115,0.29841,2.9327244508118433,-0.07274879070300444,-0.14937872413199926,-0.025113826518112004,0.2554096233996015,29.858557,22.710769035589163,buy,-0.07951130063040483,2.284262180161234,
25,ECL,Ecolab,Materials,Specialty Chemicals,75537342464,0.2778846153846154,2026-10-27,35,3.0,1.0,0.3025,0.044999999999999984,0.10582010582010581,0.09693928252012318,0.043488675370568775,3,0.05345060714955441,0.097,0.18521999,0.12566,0.21956,2.123824224185114,-0.006081535378877678,-0.11735860430456424,0.03056861396305699,0.20361651521103052,36.21774,28.671465373589452,buy,-0.035048357341184805,1.4443394443394444,
26,RSG,Republic Services,Industrials,Environmental & Facilities Services,66775867392,0.17692307692307693,2026-10-29,37,4.0,0.0,4.9750000000000005,-4.48,0.04519774011299438,0.046044864226682414,0.018459993741326786,3,0.027584870485355628,0.046,0.20429,0.12942,0.18152,2.6988777319247053,-0.002525046754357274,-0.07364708994785907,-0.04549668449004174,0.14951936810793875,30.844414,26.54560913987065,buy,-0.06876130462687438,2.0787185354691076,
