rank,ticker,security,gics_sector,gics_sub_industry,marketCap,composite_score,next_earnings,days_to_earnings,eps_beats_4q,eps_misses_4q,eps_surprise_avg_4q,eps_surprise_trend,eps_yoy_q,rev_yoy_q,rev_accel,rev_up_years,rev_growth_ttm,revenueGrowth,operatingMargins,profitMargins,returnOnEquity,net_debt_ebitda,dist_sma200,dist_52w_high,ret_12m,analyst_upside,trailingPE,forwardPE,recommendationKey,accrual_ratio,cfo_ni,eq_flags
11,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,143139241984,0.5988871224165342,2026-10-20,25.0,4.0,0.0,15.7,-0.8699999999999974,0.27853881278538806,0.18536885245901646,0.03699412246298195,3,0.14837472999603452,0.185,0.33603,0.28445998,0.17423001,-1.247655996938385,-0.11722472600455736,-0.3261027149089275,-0.10129344284285025,0.1922928341482788,45.659428,33.04120209140595,buy,-0.02766095351341868,1.180833439531031,
12,BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,18636863488,0.5895866454689984,2026-11-03,39.0,4.0,0.0,11.04,-15.950000000000001,0.07605633802816891,0.07480391207514292,0.011109434488042025,3,0.0636944775871009,0.075,0.24609,0.15037,0.40916002,1.7228856154033607,-0.05051296117777715,-0.303335297833521,-0.3113515418010441,0.31178528953706386,16.973,14.051703616083191,buy,-0.025294020114006048,1.1967271433653504,
13,SYK,Stryker Corporation,Health Care,Health Care Equipment,103468834816,0.5633942766295708,2026-10-29,34.0,3.0,1.0,-0.8749999999999998,-5.32,0.17891373801916943,0.09415476585851867,0.03720057364529428,3,0.0569541922132244,0.094,0.27015,0.14433,0.16508,1.6228307505422994,-0.18727123453880667,-0.30005166960120966,-0.2795292633609977,0.3679332715477295,28.335083,16.131628,buy,-0.03810695833907979,1.481630463931349,
14,CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,28078366720,0.5594197138314785,2026-10-30,35.0,4.0,0.0,5.2524999999999995,1.165,0.44715447154471555,0.22948444823178527,0.1169154406195394,2,0.11256900761224586,0.229,0.34634,0.26734,0.26297,-0.4009944844710087,-0.06215972960418947,-0.26676939565848745,0.13912440017297856,0.17966454146533195,20.956352,17.576693385877974,hold,-0.062031987628194694,1.4505949301603724,
15,EFX,Equifax,Industrials,Research & Consulting Services,17481752576,0.5552066772655008,2026-10-20,25.0,4.0,0.0,4.7749999999999995,2.4299999999999993,0.125,0.10611581001951853,0.02659075706028191,3,0.07952505295923662,0.106,0.17305,0.10729,0.14275,2.752689326983288,-0.19112614705428732,-0.4157124073434414,-0.41432538626990023,0.44073216131205895,27.302753,14.644084300337349,buy,-0.07707209713929464,2.332079838009835,
16,HAS,Hasbro,Consumer Discretionary,Leisure Products,12244069376,0.5330683624801271,2026-10-22,27.0,4.0,0.0,26.1175,-9.915,-0.015384615384615441,0.1619086460032626,0.06905437434142048,1,0.09285427166184212,0.162,0.22157,0.15968001,1.5956,1.9227812052438065,-0.024046500096854606,-0.161925424623661,0.19944526620981384,0.26137545305298837,15.391844,13.327273625189608,strong_buy,-0.0881408541153805,1.6222138269739328,
17,SPGI,S&P Global,Financials,Financial Exchanges & Data,118878101504,0.5318759936406996,2026-10-29,34.0,2.0,2.0,1.6725,-3.105,0.09932279909706554,0.10412782956058586,0.031877133200064245,3,0.07225069636052162,0.104,0.4479,0.30536,0.14255,1.4262556213581776,-0.051101173411342904,-0.21445595989222088,-0.14942375577510725,0.29026658400495964,24.75445,19.943865,strong_buy,-0.013089918167735866,1.1639577407557904,
18,AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,44413059072,0.5258744038155803,2026-10-29,34.0,4.0,0.0,4.695,3.2300000000000004,0.21514818880351272,0.12914285714285723,0.036460201831983285,3,0.09268265531087394,0.116,0.30719998,0.199,0.63432,,-0.010689309839431838,-0.14987383450796532,-0.005600823422375889,0.19438216487669857,12.693512,9.389674362867577,buy,-0.02231081525913463,2.0815602836879434,
19,PAYX,Paychex,Industrials,Human Resource & Employment Services,36164055040,0.5254372019077902,2026-12-18,84.0,4.0,0.0,1.7975,-1.115,0.09836065573770503,0.12485111749457012,0.000620404279071396,3,0.12423071321549872,0.059,0.38504001,0.27353,0.47055,1.1977581828092763,-0.009164562409161858,-0.2022145495565557,-0.1866220390933926,0.15450058300922742,20.732653,15.887462427289819,hold,-0.048664267867288155,1.4525879211408443,
20,MCO,Moody's Corporation,Financials,Financial Exchanges & Data,80936140800,0.5211844197138314,2026-10-21,26.0,4.0,0.0,6.2375,0.10499999999999954,0.3146067415730336,0.15121180189673344,0.07045413581460513,3,0.08075766608212831,0.151,0.49473998,0.34252,0.76932,1.5109794820386595,-0.0068001811094231535,-0.12812977449523144,-0.03458257857522096,0.20232115686661833,29.616604,24.695957322525214,buy,-0.034745706518135404,1.1874776386404293,
21,MLM,Martin Marietta Materials,Materials,Construction Materials,34096406528,0.49936406995230537,2026-11-03,39.0,3.0,1.0,2.0675,8.785,-0.07918968692449346,0.21006836544437535,0.09911728897391692,1,0.11095107647045843,0.21,0.20185,0.36737,0.08894,2.9317967714016935,-0.18999525151776298,-0.3190923832731989,-0.22107600609318634,0.3595257065238775,31.175325,22.489922285914577,buy,0.04764444444444445,0.6182336182336182,
22,GNRC,Generac,Industrials,Heavy Electrical Equipment,11697612800,0.4987281399046105,2026-10-28,33.0,2.0,2.0,13.600000000000001,52.94,0.7636363636363639,0.10586532399646043,0.057072147837174736,0,0.04879317615928569,0.106,0.17932,0.05817,0.09491,1.7902757056200138,-0.06123380218067942,-0.3298707541261563,0.06558701388881483,0.4841580180293319,45.528736,15.918128245282865,buy,-0.05195578298338708,2.122941962470226,
23,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,41391820800,0.49642289348171703,2026-10-28,33.0,4.0,0.0,2.78,-0.20000000000000018,0.0,0.09308926409376794,0.03689142475446672,3,0.056197839339301225,0.093,0.16108,0.114250004,0.49560001,2.084086651242287,-0.08426694795611922,-0.2443343281324013,-0.19329641947210663,0.37017751639479757,30.287035,23.362232563734505,buy,-0.10016015217020502,1.6397894612253294,
24,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20964605952,0.4676073131955485,2026-11-05,41.0,4.0,0.0,8.3075,-0.34500000000000064,0.2175066312997347,0.14001512419289153,0.038274760401288965,3,0.10174036379160256,0.14,0.18395,0.117639996,0.37537,0.6667712176751193,-0.03454159844178606,-0.14853336651639515,0.15603911287650174,0.26955575682660204,21.273275,16.823749299603108,buy,-0.04341195937834593,1.3403194628141215,
25,HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,33530476544,0.4483306836248013,2026-11-05,41.0,4.0,0.0,23.0025,2.015000000000004,0.5702479338842974,0.06600635326639437,0.013949353146184729,3,0.05205700012020964,0.066,0.23119,0.12242,0.32808998,1.885680925364621,-0.11788834485252009,-0.2826934132188177,-0.10620588654734042,0.23156635897946054,22.986225,16.910850494801714,buy,-0.0845427364682789,1.7840161922548212,
26,ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,69764775936,0.40743243243243243,2026-10-28,33.0,3.0,1.0,0.9975,1.525,0.10256410256410242,0.08109398818755476,0.019571943959341587,3,0.06152204422821317,0.081,0.2015,0.1427,,2.23640894171449,-0.05535135253569967,-0.20007420631932693,-0.16636055671498096,0.25000003096345247,27.205046,23.61264541509678,buy,-0.038486606412246285,1.2411225736443234,
27,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,25458601984,0.40556438791732907,2026-10-22,27.0,4.0,0.0,1.6724999999999999,-2.1449999999999996,0.12295081967213117,0.06851558749253517,0.01598063642991865,2,0.05253495106261652,0.069,0.18691999,0.13475999,0.14914,0.7878596823707563,-0.10237270086377315,-0.18870493721758652,0.11497502942375437,0.3077982372569945,22.82971,16.15811949853478,buy,-0.01903937740872447,1.2252972020268782,
28,MRSH,Marsh McLennan,Financials,Insurance Brokers,81092509696,0.39149443561208275,2026-10-15,20.0,4.0,0.0,3.98,-3.5599999999999996,0.08823529411764697,0.06165758531689125,-0.0005929361227106078,3,0.06225052143960186,0.062,0.26323998,0.14241,0.25902998,2.6658932439759817,-0.03600791583549645,-0.16605808888755103,-0.1198839971479787,0.21870922689397387,20.723171,14.892591358108623,hold,-0.01857286636162961,1.2758793969849247,
29,CME,CME Group,Financials,Financial Exchanges & Data,97374060544,0.3613275039745628,2026-10-21,26.0,3.0,1.0,1.3675,-0.23499999999999988,0.01013513513513531,0.008392434988179653,-0.04468417890850507,3,0.05307661389668472,0.008,0.65036005,0.63443,0.15802,0.33386431694613594,-0.019870474150449624,-0.14824072975875735,0.06996769688622173,0.05462792807198391,22.680067,20.80314599888789,hold,-0.00011746376509809826,1.0051317937951947,RECEIVABLES_OUTRUN
30,KMB,Kimberly-Clark,Consumer Staples,Household Products,32333334528,0.35802861685214626,2026-11-03,39.0,4.0,0.0,3.6275,0.665,0.10416666666666674,0.006245496036512144,0.0038468014897770075,0,0.002398694546735136,0.006,0.19002001,0.1179,1.04913,1.603849442874566,-0.03221310327797666,-0.1780844006949004,-0.17629580751720364,0.19659873008957196,19.289682,12.996006163179029,buy,-0.07801840056617126,1.7048593350383632,
31,CL,Colgate-Palmolive,Consumer Staples,Household Products,68501057536,0.3567567567567568,2026-10-30,35.0,4.0,0.0,3.4450000000000003,0.33999999999999986,0.07608695652173902,0.049119373776908004,0.012688077180514457,3,0.03643129659639355,0.049,0.20966,0.096829996,2.67367,1.2851695600540132,-0.024873826584272396,-0.12908604157778847,0.10198534603258436,0.15799344061640364,34.23506,20.796973824832897,buy,-0.14121424401634558,2.1875306823760434,
32,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,29014595584,0.3524244833068363,2026-10-29,34.0,3.0,1.0,3.5925,0.9049999999999998,0.07499999999999996,0.08522697176757243,0.031907751298059006,3,0.05331922046951343,0.085,0.16882999,0.12076,0.0947,1.848910383101637,-0.08479449717747478,-0.2422543109816243,-0.08491168659529247,0.2871088736450631,31.420166,19.089824688379128,buy,-0.021520858848322354,1.4067354811802733,
33,COO,Cooper Companies (The),Health Care,Health Care Supplies,10530800640,0.34495230524642295,2026-12-10,76.0,4.0,0.0,5.8825,1.4249999999999998,0.04545454545454519,0.005564462887861943,-0.0347149091684229,3,0.040279372056284846,0.006,0.20822,0.1346,0.06838,2.839592412017167,-0.23324593093918555,-0.3432163037411087,-0.1855882195865407,0.19563540489208409,19.29617,11.798669227561179,buy,-0.036965920295727366,1.8118534104857094,
34,PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,175052898304,0.34137519872813993,2026-10-08,13.0,3.0,1.0,1.4325,0.5149999999999999,0.037735849056603765,0.06402358532077801,0.026213965170430065,3,0.037809620150347945,0.064,0.16836001,0.10785,0.51508,2.250714798822134,-0.11685184584850161,-0.22546199179242798,-0.05450902385680978,0.20065280786736772,17.063913,14.301033318871756,hold,-0.027627865069368467,1.2875322935604248,
35,WM,Waste Management,Industrials,Environmental & Facilities Services,83124772864,0.29761526232114466,2026-10-27,32.0,2.0,2.0,0.895,4.33,0.05208333333333348,0.039502332814929986,-0.013818699457160966,3,0.05332103227209095,0.04,0.18986,0.11115,0.29841,2.9327244508118433,-0.06847339139854591,-0.14559886023568636,-0.02561034714820054,0.24985570113788635,29.414427,22.811687736461995,buy,-0.07951130063040483,2.284262180161234,
36,PG,Procter & Gamble,Consumer Staples,Personal Care Products,338623397888,0.25202702702702706,2026-10-22,27.0,4.0,0.0,2.485,-1.1999999999999997,-0.03378378378378377,0.01507970702283501,-0.009566839126191828,3,0.024646546149026838,0.015,0.22084999,0.18437,0.30290002,1.0133725657040438,-0.001654626930297276,-0.11559407577744718,-0.020291582598137792,0.10247603016732287,22.275229,19.687016010214037,buy,-0.027892529155677016,1.218822062947959,
37,RSG,Republic Services,Industrials,Environmental & Facilities Services,65137627136,0.18032591414944357,2026-10-29,34.0,4.0,0.0,4.9750000000000005,-4.48,0.04519774011299438,0.046044864226682414,0.018746940677935475,3,0.02729792354874694,0.046,0.20429,0.12942,0.18152,2.6988777319247053,-0.008145075471613139,-0.07888649594030162,-0.04900774487943915,0.1560580509063385,30.130312,26.39546615147155,buy,-0.06876130462687438,2.0787185354691076,
